image_id,Original_question,q_type,Mod_qns_Gemini,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000228794,Is this a park?,Is this,Is this a botanical park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000228794.jpg,Is this a <span style='color:red'>botanical</span> park?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> park?,yes
COCO_train2014_000000155302,Is this a new bike?,Is this,Is this yellow bike new?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000155302.jpg,Is this <span style='color:red'>yellow bike</span> new? ,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> new? ,no
COCO_train2014_000000021169,Are the scissors long?,Are,Are the purple scissors long?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000021169.jpg,Are the <span style='color:red'>purple</span> scissors long?,Are the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> scissors long?,yes
COCO_train2014_000000280508,Is this a well-organized refrigerator?,Is this,Is this a well-organized food in refrigerator?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000280508.jpg,Is this a <span style='color:red'>well-organized office</span> refrigerator?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> refrigerator?,yes
COCO_train2014_000000090392,Is there a sink in the room?,Is there,Is there a white sink in the room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000090392.jpg,Is there a <span style='color:red'>white</span> sink in the room?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sink in the room?,yes
COCO_train2014_000000270035,Is the building made of brick?,Is the,Is the building in the background made of brick?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000270035.jpg,Is the building <span style='color:red'>in the background</span> made of brick?,Is the building <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> made of brick?,yes
COCO_train2014_000000539716,Are there any cars blocking the fire hydrant?,Are,Are there any cars on the road blocking the fire hydrant?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000539716.jpg,Are there any cars <span style='color:red'>in the distance</span> blocking the fire hydrant?,Are there any cars <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> blocking the fire hydrant?,no
COCO_train2014_000000401007,Is this Digiorno?,Is this,Is this burnt pizza Digiorno?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000401007.jpg,Is this <span style='color:red'>burnt pizza</span> Digiorno?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> Digiorno?,no
COCO_train2014_000000070788,Is the person wearing sunglasses?,Is the,Is the person wearing a green jacket wearing sunglasses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000070788.jpg,Is the person wearing <span style='color:red'>a green jacket wearing</span> sunglasses?,Is the person wearing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sunglasses?,yes
COCO_train2014_000000482328,Is this the Eiffel Tower?,Is this,Is this the large clock Eiffel tower?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000482328.jpg,Is this the <span style='color:red'>large clock</span> tower?,Is this the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> tower?,no
COCO_train2014_000000287927,Is the toilet lid closed?,Is the,Is the white toilet lid closed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000287927.jpg,Is the <span style='color:red'>white</span> toilet lid closed?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> toilet lid closed?,no
COCO_train2014_000000277203,Is the plane in the sky?,Is the,Is the military plane in the sky?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277203.jpg,Is the <span style='color:red'>military</span> plane in the sky?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> plane in the sky?,yes
COCO_train2014_000000274195,Is there rust?,Is there,Is there orange rust?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000274195.jpg,Is there <span style='color:red'>orange</span> rust?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> rust?,yes
COCO_train2014_000000354994,Is this a good place to light up?,Is this,Is this airport a good place to light up?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000354994.jpg,Is this a good place to light up <span style='color:red'>a cigarette?</span>,Is this a good place to light up <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000075427,Does the light signal go or stop?,Does,Does the red light signal go or stop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000075427.jpg,Does the <span style='color:red'>red</span> light signal go or stop?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> light signal go or stop?,stop
COCO_train2014_000000538653,Is the bike moving?,Is the,Is the white bike moving?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000538653.jpg,Is the <span style='color:red'>white</span> bike moving?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bike moving?,yes
COCO_train2014_000000010799,Is the person in this picture a boy or girl?,Is the,Is the reflected person in this picture a boy or girl?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000010799.jpg,Is the <span style='color:red'>reflected</span> person in this picture a boy or girl?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> person in this picture a boy or girl?,girl
COCO_train2014_000000013198,Are there any skyscrapers?,Are,Are there any tall skyscrapers?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000013198.jpg,Are there any <span style='color:red'>tall</span> skyscrapers?,Are there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> skyscrapers?,no
COCO_train2014_000000426343,Is the woman painting the sign?,Is the,Is the woman with braces painting the sign?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000426343.jpg,Is the woman <span style='color:red'>with braces</span> painting the sign?,Is the woman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> painting the sign?,no
COCO_train2014_000000046813,Are the fruits ripe?,Are,Are the green fruits ripe?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000046813.jpg,Are the <span style='color:red'>green</span> fruits ripe?,Are the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> fruits ripe?,no
COCO_train2014_000000036589,Is the baby sleeping?,Is the,Is the newborn baby sleeping?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000036589.jpg,Is the <span style='color:red'>newborn</span> baby sleeping?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> baby sleeping?,yes
COCO_train2014_000000194108,Is there a bus in this picture?,Is there,Is there a red bus in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000194108.jpg,Is there a <span style='color:red'>red</span> bus in this picture?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bus in this picture?,no
COCO_train2014_000000123766,Is the woman wearing jewelry?,Is the,Is the woman on the motorcycle wearing jewelry?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000123766.jpg,Is the woman <span style='color:red'>on the motorcycle</span> wearing jewelry?,Is the woman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing jewelry?,yes
COCO_train2014_000000494089,Is there a man in a hat sitting on the park bench?,Is there,Is there a man wearing sunglasses in a hat sitting on the park bench?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000494089.jpg,Is there a man <span style='color:red'>wearing sunglasses</span> in a hat sitting on the park bench?,Is there a man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in a hat sitting on the park bench?,yes
COCO_train2014_000000081188,Are they coming back from a surfing trip?,Are,Are they coming back from a surfing trip with a large backpack?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000081188.jpg,Are they coming back from a surfing trip <span style='color:red'>with a large backpack?</span>,Are they coming back from a surfing trip <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000045524,Is the person running on foot?,Is the,Is the person in yellow running on foot?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000045524.jpg,Is the person <span style='color:red'>in yellow</span> running on foot?,Is the person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> running on foot?,no
COCO_train2014_000000271870,Does there seem to be a designated area for the food trucks?,Does,Does there seem to be a designated area for the white food trucks?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000271870.jpg,Does there seem to be a designated area for the <span style='color:red'>white</span> food trucks?,Does there seem to be a designated area for the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> food trucks?,yes
COCO_train2014_000000110928,Is this dog barking?,Is this,Is this brown dog barking?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000110928.jpg,Is this <span style='color:red'>brown</span> dog barking?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog barking?,no
COCO_train2014_000000113418,Is the dog awake?,Is the,Is the golden dog awake?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000113418.jpg,Is the <span style='color:red'>golden</span> dog awake?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog awake?,yes
COCO_train2014_000000197600,Is there a mouse?,Is there,Is there a white mouse?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000197600.jpg,Is there a <span style='color:red'>white</span> mouse?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> mouse?,yes
COCO_train2014_000000466191,Is the cat brown color?,Is the,Is the sleeping cat brown color?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000466191.jpg,Is the <span style='color:red'>sleeping</span> cat brown color?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cat brown color?,no
COCO_train2014_000000052928,Are there any females in this photo?,Are,Are there any females in the background in this photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000052928.jpg,Are there any females in <span style='color:red'>the background?</span>,Are there any females in <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
