image_id,Original_question,q_type,Mod_qns_Llava,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000518774,Is there snow on the ground?,Is there,Is there snow on the ground in this outdoor area?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000518774.jpg,Is there snow on the ground <span style='color:red'>in this outdoor area?</span>,Is there snow on the ground <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000281191,Is there wine glasses?,Is there,Is there any wine glass on the table in front of the clock?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000281191.jpg,Is there wine <span style='color:red'>glass on the table in front of the clock?</span>,Is there wine <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000427396,Is the girls wearing bangles?,Is the,Is the girl wearing bangles?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000427396.jpg,Is the <span style='color:red'>girl</span> wearing bangles?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing bangles?,no
COCO_train2014_000000033891,Is the sign in English?,Is the,Is the sign in English near the pole?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000033891.jpg,Is the sign in English <span style='color:red'>near the pole?</span>,Is the sign in English <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000100486,Is this animal facing the camera?,Is this,Is this giraffe standing still?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000100486.jpg,Is this <span style='color:red'>giraffe standing still?</span>,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000337325,Is this an I-phone?,Is this,Is this a small I-phone on display?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000337325.jpg,Is this <span style='color:red'>a small?</span> I-phone,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> I-phone?,no
COCO_train2014_000000414046,Is the woman wearing something on her head?,Is the,Is the woman wearing a black hat?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000414046.jpg,Is the woman wearing <span style='color:red'>a black hat?</span>,Is the woman wearing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000233614,Is there a microwave oven?,Is there,Is there a microwave oven in this kitchen area?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000233614.jpg,Is there a microwave oven <span style='color:red'>in this kitchen area?</span>,Is there a microwave oven <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000249151,Is this a big celebration?,Is this,"Is this a big, fancy celebration?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000249151.jpg,"Is this a big, <span style='color:red'>fancy</span> celebration?","Is this a big, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> celebration?",yes
COCO_train2014_000000156171,Is the dog looking out of a car window?,Is the,Is the dog looking out of a passenger side car window?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000156171.jpg,Is the dog looking out of a <span style='color:red'>passenger side</span> car window?,Is the dog looking out of a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> car window?,yes
COCO_train2014_000000345014,Is the train producing steam or smoke?,Is the,Is the train producing visible steam or smoke?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000345014.jpg,Is the train producing <span style='color:red'>visible</span> steam or smoke?,Is the train producing <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> steam or smoke?,smoke
COCO_train2014_000000579414,Is the batter left handed?,Is the,Is the batter in that position left handed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000579414.jpg,Is the batter <span style='color:red'>in that position</span> left handed?,Is the batter <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> left handed?,yes
COCO_train2014_000000459104,Is this plane taking off or landing?,Is this,Is this red and white plane taking off or landing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000459104.jpg,Is this <span style='color:red'>red and white</span> plane taking off or landing?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> plane taking off or landing?,landing
COCO_train2014_000000077912,Is this boat stuck in mud?,Is this,Is this large white boat stuck in mud?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000077912.jpg,Is this <span style='color:red'>large white</span> boat stuck in mud?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> boat stuck in mud?,yes
COCO_train2014_000000102460,Is there water?,Is there,Is there any water that is murky?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000102460.jpg,Is there water <span style='color:red'>that is murky?</span>,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> water <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000418989,Is the large giraffe a male?,Is the,"Is the large giraffe a male giraffe, eating from a tree in the background?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000418989.jpg,Is the large giraffe a male giraffe<span style='color:red'>eating from a tree in the background?</span>,Is the large giraffe a male <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000144925,Is this a classical Greek building?,Is this,"Is this a classical Greek-style building located on the side of a street, near an intersection?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000144925.jpg,"Is this a classical Greek-style building <span style='color:red'>located on the side of a street, near an intersection?</span>",Is this a classical Greek-style building <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000293275,Is this person snowboarding in a competition?,Is this,Is this person snowboarding in a competition?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000293275.jpg,Is this person snowboarding in a competition?,Is this person snowboarding in a competition?,yes
COCO_train2014_000000210378,Is there a motorbike here?,Is there,Is there a motorbike on the left side of the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000210378.jpg,Is there a motorbike <span style='color:red'>on the left side of the image?</span>,Is there a motorbike <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000191174,Is there a sink?,Is there,Is there a bathroom sink?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000191174.jpg,Is there a <span style='color:red'>bathroom</span> sink?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sink?,yes
COCO_train2014_000000228673,Is this room full of tile?,Is this,Is the bedroom well-lit?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000228673.jpg,Is <span style='color:red'>the bedroom well-lit?</span>,Is <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000389793,Is there a hole in the vase?,Is there,Is there a hole in the blue vase on the table?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000389793.jpg,Is there a hole in the <span style='color:red'>blue</span> vase <span style='color:red'>on the table?</span>,Is there a hole in the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> vase on the table?,yes
COCO_train2014_000000048199,Is the toilet lid up or down?,Is the,Is the toilet lid up or down in this bathroom?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000048199.jpg,Is the toilet lid up or down <span style='color:red'>in this bathroom?</span>,Is the toilet lid up or down <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,up
COCO_train2014_000000052611,Is there a toilet?,Is there,Is there a toilet in the corner?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000052611.jpg,Is there a toilet <span style='color:red'>in the corner?</span>,Is there a toilet <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000095020,Is this woman a lawyer?,Is this,Is this woman a lawyer and does she have any tattoos visible in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000095020.jpg,Is this woman a lawyer <span style='color:red'>and does she have any tattoos visible in the image?</span>,Is this woman a lawyer <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000270160,Is the number on the white shirt hand drawn or stitched?,Is the,Is the number on the white shirt worn by baller hand drawn or stitched?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000270160.jpg,Is the number on the white shirt <span style='color:red'>worn by baller</span> hand drawn or stitched?,Is the number on the white <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hand drawn or stitched?,stitched
COCO_train2014_000000124609,Is there snow on the ground?,Is there,Is there snow on the ground in the foreground?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000124609.jpg,Is there snow on the ground <span style='color:red'>in the foreground?</span>,Is there snow on the ground <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000257858,Is the lady indoors or outdoors?,Is the,Is the standing lady indoors or outdoors?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000257858.jpg,Is the <span style='color:red'>standing</span> lady indoors or outdoors?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> lady indoors or outdoors?,outdoors
